loss,acc,precision,recall,val_loss,val_acc,val_precision,val_recall,lr
0.2887570559978485,0.8771144151687622,0.9087947607040405,0.8370000123977661,0.5719952583312988,0.8685259222984314,0.9398148059844971,0.79296875,0.00090483745
0.19925571978092194,0.9213930368423462,0.9412997961044312,0.8980000019073486,0.5910894274711609,0.5398406386375427,1.0,0.09765625,0.0008187308
0.1527300328016281,0.9437810778617859,0.9511699080467224,0.9350000023841858,0.599605143070221,0.5378485918045044,1.0,0.09375,0.0007408183
0.13283245265483856,0.9537313580513,0.9566968679428101,0.949999988079071,0.5403058528900146,0.5916334390640259,0.9811320900917053,0.203125,0.00067032006
0.12306725233793259,0.9567164182662964,0.9682051539421082,0.9440000057220459,0.3263952136039734,0.8804780840873718,0.9900000095367432,0.7734375,0.0006065307
0.10300702601671219,0.9661691784858704,0.968812882900238,0.9629999995231628,0.3562140464782715,0.9561753273010254,0.9465649127960205,0.96875,0.0005488117
0.10400629043579102,0.9621890783309937,0.9685598611831665,0.9549999833106995,0.226145401597023,0.9482071995735168,0.9956896305084229,0.90234375,0.00049658533
0.08488677442073822,0.972139298915863,0.97773277759552,0.9660000205039978,0.20481455326080322,0.8764940500259399,0.9948979616165161,0.76171875,0.00044932897
0.09450945258140564,0.967164158821106,0.9717171788215637,0.9620000123977661,0.17413973808288574,0.974103569984436,0.9727626442909241,0.9765625,0.00040656966
0.08153844624757767,0.9741293787956238,0.9836734533309937,0.9639999866485596,0.1117209643125534,0.974103569984436,0.969111979007721,0.98046875,0.00036787943
0.07447314262390137,0.9746268391609192,0.9807497262954712,0.9679999947547913,0.06650901585817337,0.9880478382110596,0.9960317611694336,0.98046875,0.00033287107
0.08236480504274368,0.9696517586708069,0.9825282692909241,0.9559999704360962,0.3141608238220215,0.9163346886634827,0.8664383292198181,0.98828125,0.0003011942
0.0812627375125885,0.9681591987609863,0.9795082211494446,0.9559999704360962,0.07743284106254578,0.9681274890899658,0.9958677887916565,0.94140625,0.0002725318
0.0653168186545372,0.9820895791053772,0.9858871102333069,0.9779999852180481,0.06015962362289429,0.980079710483551,0.9959677457809448,0.96484375,0.00024659696
0.07057079672813416,0.9726368188858032,0.9826353192329407,0.9620000123977661,0.05529287829995155,0.980079710483551,0.9959677457809448,0.96484375,0.00022313016
0.05834253132343292,0.981592059135437,0.989827036857605,0.9729999899864197,0.04570557177066803,0.9920318722724915,0.9960629940032959,0.98828125,0.00020189652
0.06904955953359604,0.9761193990707397,0.9837398529052734,0.9679999947547913,0.05785384401679039,0.9900398254394531,0.9960474371910095,0.984375,0.00018268352
0.05831887945532799,0.9805970191955566,0.9848637580871582,0.9760000109672546,0.041685134172439575,0.9920318722724915,0.9960629940032959,0.98828125,0.00016529889
0.05707891285419464,0.9796019792556763,0.9897854924201965,0.968999981880188,0.041302092373371124,0.9920318722724915,0.9960629940032959,0.98828125,0.00014956862
0.058901768177747726,0.9791044592857361,0.9887754917144775,0.968999981880188,0.04183970391750336,0.9880478382110596,0.9960317611694336,0.98046875,0.00013533529
0.05891747400164604,0.9786069393157959,0.9857867956161499,0.9710000157356262,0.042939651757478714,0.9880478382110596,0.9960317611694336,0.98046875,0.00012245643
0.06161672994494438,0.9776119589805603,0.9857578873634338,0.968999981880188,0.03831922635436058,0.9900398254394531,0.9960474371910095,0.984375,0.000110803165
0.05922979116439819,0.9781094789505005,0.9897540807723999,0.9660000205039978,0.04063360020518303,0.9880478382110596,0.9960317611694336,0.98046875,0.00010025885
0.054042644798755646,0.9800994992256165,0.9878048896789551,0.972000002861023,0.03686564043164253,0.9880478382110596,0.9960317611694336,0.98046875,9.071796e-05
0.0504470020532608,0.9845771193504333,0.9879153966903687,0.9810000061988831,0.03684291988611221,0.9900398254394531,0.9960474371910095,0.984375,8.2085004e-05
0.05744768679141998,0.9761193990707397,0.9857142567634583,0.9660000205039978,0.035349417477846146,0.9920318722724915,0.9960629940032959,0.98828125,7.427358e-05
0.05350209400057793,0.983582079410553,0.9928644299507141,0.9739999771118164,0.035019297152757645,0.9920318722724915,0.9960629940032959,0.98828125,6.720551e-05
0.051006000488996506,0.9850746393203735,0.9889112710952759,0.9810000061988831,0.03423987701535225,0.9900398254394531,0.9960474371910095,0.984375,6.081006e-05
0.05069391801953316,0.981592059135437,0.9868553876876831,0.9760000109672546,0.03586043789982796,0.9860557913780212,0.9960159659385681,0.9765625,5.5023218e-05
0.06878938525915146,0.9726368188858032,0.978723406791687,0.9660000205039978,0.032951321452856064,0.9920318722724915,0.9960629940032959,0.98828125,4.9787068e-05
0.05394327640533447,0.9825870394706726,0.9839518666267395,0.9810000061988831,0.033881865441799164,0.9920318722724915,0.9960629940032959,0.98828125,4.50492e-05
0.051658034324645996,0.981592059135437,0.9878419637680054,0.9750000238418579,0.032840121537446976,0.9920318722724915,0.9960629940032959,0.98828125,4.0762203e-05
0.04759786278009415,0.9830845594406128,0.9878787994384766,0.9779999852180481,0.03269858658313751,0.9920318722724915,0.9960629940032959,0.98828125,3.6883168e-05
